Date,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI
2023-01-23,Dubai,UAE,92.46,89.94,76.23,28.58,1.27,110.58,29.17,13.63,18.59,170.08
2023-11-01,Paris,France,66.77,121.84,32.45,12.6,4.87,142.68,0.41,88.21,12.04,156.82
2023-04-25,Cairo,Egypt,14.06,16.59,9.03,11.89,9.16,167.53,32.51,63.11,8.63,97.6
2023-04-19,London,UK,49.98,97.45,44.85,26.78,1.37,80.01,38.34,94.42,18.41,136.65
2023-11-13,Paris,France,83.92,97.76,22.21,12.15,1.26,188.02,-2.22,18.86,2.56,165.67
2023-05-07,Sydney,Australia,139.56,149.75,39.73,16.04,3.6,149.37,3.71,61.5,1.51,194.4
2023-11-23,Rio de Janeiro,Brazil,112.57,70.82,12.97,10.79,5.87,178.87,-6.69,46.8,15.79,180.47
2023-06-05,Bangkok,Thailand,82.04,109.58,97.12,9.64,8.53,46.72,3.03,82.68,3.35,164.7
2023-12-28,Tokyo,Japan,34.04,79.85,45.8,1.57,4.64,63.75,-4.62,35.39,9.85,97.14
2023-03-19,Beijing,China,137.29,93.8,97.1,27.0,7.25,173.73,35.98,64.27,17.49,193.23
2023-06-12,Madrid,Spain,79.03,153.85,10.94,36.72,5.06,15.3,2.02,59.48,1.88,163.15
2023-12-22,Los Angeles,USA,30.27,40.73,65.94,28.39,1.16,29.89,0.46,83.53,5.69,89.21
2023-05-12,Rio de Janeiro,Brazil,88.99,93.67,27.81,29.84,8.58,62.23,-7.9,88.94,13.51,168.29
2023-02-05,Mexico City,Mexico,12.76,189.27,82.32,28.89,3.43,20.73,-3.93,75.14,3.63,117.96
2023-06-13,Beijing,China,24.88,39.84,99.47,7.12,4.28,77.6,18.31,38.3,3.63,99.44
2023-01-25,Johannesburg,South Africa,135.99,62.94,6.37,25.85,5.66,153.19,18.21,95.92,13.43,192.56
2023-12-15,New York,USA,147.36,33.9,82.32,30.73,2.01,40.31,-9.93,83.83,12.77,198.43
2023-08-09,Los Angeles,USA,25.87,18.62,26.69,1.99,9.93,84.4,-0.9,34.68,2.15,108.27
2023-12-08,Cairo,Egypt,128.16,120.58,82.45,33.66,6.61,82.14,26.56,71.94,13.62,188.52
2023-05-18,Paris,France,80.95,34.52,45.18,3.46,4.58,31.53,31.59,14.61,5.67,164.14
2023-04-10,Bangkok,Thailand,45.68,81.79,44.73,14.76,8.88,153.35,1.0,40.27,15.34,126.07
2023-04-03,Mexico City,Mexico,66.2,137.62,20.7,38.2,6.0,27.55,2.31,51.49,4.0,156.52
2023-05-22,Mexico City,Mexico,129.72,73.09,27.99,48.13,2.34,126.32,8.78,78.52,7.2,189.32
2023-08-11,Cairo,Egypt,42.75,42.25,45.03,43.07,0.65,93.8,35.0,13.21,5.74,118.85
2023-01-02,Beijing,China,78.25,60.7,29.61,40.18,6.21,31.13,16.71,45.8,17.84,162.75
2023-10-27,London,UK,67.97,114.57,11.57,34.89,1.6,46.13,2.36,94.86,3.01,157.44
2023-11-16,Mumbai,India,93.18,85.98,36.95,14.61,6.61,72.23,25.94,72.32,13.57,170.46
2023-12-22,Paris,France,116.73,189.72,29.94,4.76,2.77,71.0,-7.21,66.92,10.82,182.62
2023-05-23,Toronto,Canada,139.84,150.1,24.85,2.24,6.22,71.27,39.42,81.73,11.87,194.55
2023-11-20,Los Angeles,USA,51.0,65.02,37.8,18.2,0.64,186.14,25.39,36.57,1.16,139.17
2023-07-18,Madrid,Spain,102.09,97.31,92.44,1.48,2.85,170.44,31.46,72.86,19.92,175.06
2023-03-02,Bangkok,Thailand,88.53,18.15,13.57,16.98,7.67,148.0,12.5,89.2,3.08,168.05
2023-04-10,Moscow,Russia,27.06,175.46,29.59,11.58,2.02,134.38,21.02,44.54,8.95,111.13
2023-03-19,Seoul,South Korea,37.53,128.63,42.32,31.0,4.9,11.6,-8.53,19.87,8.63,106.0
2023-07-26,Bangkok,Thailand,98.16,30.57,93.4,23.03,5.76,40.16,8.81,96.5,17.18,173.03
2023-12-17,Istanbul,Turkey,136.09,165.07,17.4,3.16,4.29,117.57,30.3,50.58,19.4,192.61
2023-05-14,Tokyo,Japan,137.75,71.31,54.07,41.4,8.45,104.47,33.16,41.82,4.73,193.47
2023-05-17,Tokyo,Japan,115.32,95.97,44.21,35.79,4.13,28.13,-1.93,27.59,7.98,181.89
2023-08-18,Tokyo,Japan,116.3,82.26,80.87,17.08,2.79,186.83,4.95,20.39,5.31,182.39
2023-12-08,Bangkok,Thailand,26.01,67.27,7.8,39.91,5.95,29.9,37.0,72.43,13.94,80.25
2023-11-20,Tokyo,Japan,139.97,187.38,8.73,42.7,8.98,146.1,-3.24,56.87,5.84,194.61
2023-11-14,Istanbul,Turkey,89.99,57.91,71.48,27.39,6.49,123.26,16.88,98.01,2.02,168.81
2023-09-12,Cairo,Egypt,67.74,197.98,67.59,23.12,7.56,109.51,31.1,20.16,16.64,157.32
2023-05-14,London,UK,107.86,100.34,29.82,9.5,3.12,133.58,-2.16,29.91,7.24,178.04
2023-10-20,London,UK,130.94,119.31,18.4,18.21,5.94,164.46,31.36,62.94,10.5,189.95
2023-04-23,Istanbul,Turkey,52.24,68.59,43.17,2.27,3.7,56.65,12.74,12.17,8.58,142.22
2023-10-08,Dubai,UAE,32.51,69.9,6.87,16.07,3.68,149.87,5.05,62.36,4.38,93.92
2023-05-19,Seoul,South Korea,145.85,88.9,43.22,32.04,3.95,122.4,-3.72,76.89,14.97,197.65
2023-05-18,Johannesburg,South Africa,80.94,13.09,63.86,15.58,4.52,168.04,39.59,86.25,16.46,164.14
2023-03-21,London,UK,107.45,75.69,17.55,5.72,1.68,51.53,7.64,43.78,6.7,177.82
2023-09-03,Mexico City,Mexico,50.75,109.41,15.89,46.98,0.48,33.76,-2.26,97.38,14.95,138.55
2023-02-20,Madrid,Spain,17.95,98.89,56.85,43.74,5.85,131.24,-0.89,40.77,1.26,72.72
2023-01-26,Rio de Janeiro,Brazil,70.26,31.57,8.01,12.67,0.13,182.04,24.88,31.7,12.9,158.62
2023-06-03,London,UK,130.68,132.71,23.66,8.12,2.01,131.21,3.54,42.8,19.31,189.82
2023-12-24,Sydney,Australia,111.37,143.43,26.26,17.96,6.64,125.27,29.6,25.25,10.64,179.85
2023-09-21,Rio de Janeiro,Brazil,57.1,59.16,14.54,17.44,4.0,14.02,35.82,35.7,9.95,151.83
2023-09-25,London,UK,114.81,43.84,48.49,11.99,0.47,35.53,22.14,51.06,17.15,181.62
2023-05-16,Moscow,Russia,57.44,64.7,90.54,41.38,5.54,46.55,30.72,67.22,2.06,152.0
2023-11-10,Los Angeles,USA,36.78,182.55,69.9,26.34,8.89,188.72,12.58,99.26,2.18,114.64
2023-10-23,Madrid,Spain,49.15,53.29,19.84,39.41,4.91,66.94,-7.39,79.43,13.1,134.61
2023-08-21,Beijing,China,148.05,35.6,67.35,26.85,2.04,117.07,-8.42,33.86,17.43,198.79
2023-12-21,Cairo,Egypt,53.77,88.44,65.25,11.95,2.55,25.29,21.37,28.75,0.99,145.99
2023-01-24,Mumbai,India,10.25,137.16,41.98,14.02,2.24,92.63,9.9,75.36,7.24,91.67
2023-09-12,Mumbai,India,54.37,64.76,35.99,2.61,8.55,10.11,12.17,36.74,11.51,147.46
2023-08-16,Beijing,China,132.32,64.93,42.33,4.6,4.03,156.0,-10.0,88.71,12.03,190.66
2023-05-16,Mexico City,Mexico,101.26,31.2,72.93,49.27,1.14,114.4,14.5,20.43,5.76,174.63
2023-03-05,Paris,France,144.23,159.05,14.64,28.33,1.0,185.67,36.21,64.83,16.31,196.81
2023-11-01,Seoul,South Korea,113.39,102.03,18.38,3.13,6.35,52.54,-0.31,37.39,18.36,180.89
2023-12-23,Rio de Janeiro,Brazil,19.68,15.32,55.25,24.58,7.25,147.25,32.14,94.01,18.42,78.5
2023-12-01,Cairo,Egypt,13.73,90.62,47.62,19.51,3.99,96.57,17.16,24.88,7.49,68.63
2023-06-15,Bangkok,Thailand,88.3,78.11,35.04,31.41,2.81,81.82,16.44,22.45,10.88,167.94
2023-09-19,Johannesburg,South Africa,88.02,127.53,17.16,48.06,6.45,116.12,5.54,70.57,2.24,167.79
2023-03-15,Moscow,Russia,137.66,193.9,74.44,4.15,9.3,187.89,38.34,49.65,15.97,193.42
2023-10-05,Mumbai,India,122.56,57.04,55.74,9.28,3.91,165.98,34.56,45.86,14.11,185.63
2023-03-01,New York,USA,57.42,93.78,8.94,47.44,4.31,191.53,38.26,48.15,10.39,151.99
2023-03-15,Seoul,South Korea,83.35,74.41,99.52,23.92,4.45,114.5,38.89,27.4,8.43,165.38
2023-06-01,Moscow,Russia,112.11,33.67,21.2,9.03,8.99,46.75,21.29,14.66,9.48,180.23
2023-09-08,Tokyo,Japan,54.55,30.06,83.22,7.12,2.97,77.01,29.42,23.12,19.2,147.91
2023-02-25,Paris,France,108.48,151.65,44.97,11.96,1.39,182.36,35.98,72.81,8.47,178.36
2023-10-14,Johannesburg,South Africa,112.53,55.67,72.43,11.7,6.14,110.86,13.84,74.13,14.82,180.45
2023-04-27,Mexico City,Mexico,45.24,144.95,87.12,46.66,1.68,150.01,26.96,34.48,5.39,124.98
2023-09-17,Rio de Janeiro,Brazil,57.34,134.01,48.32,43.97,9.46,166.07,23.72,82.81,17.13,151.95
2023-01-13,Mumbai,India,147.98,130.98,36.23,28.27,2.66,161.98,7.7,30.32,13.14,198.75
2023-07-05,New York,USA,24.1,97.14,65.73,31.65,4.12,25.82,18.04,20.94,14.46,76.24
2023-02-22,Bangkok,Thailand,34.03,30.82,36.69,7.19,6.12,176.09,-0.57,93.61,11.26,97.12
2023-10-02,Tokyo,Japan,14.35,192.48,86.94,37.09,2.39,119.52,11.01,84.38,11.61,119.55
2023-12-07,New York,USA,103.32,25.35,41.06,49.38,3.65,154.59,13.53,54.95,10.75,175.69
2023-04-23,Istanbul,Turkey,18.09,53.51,83.23,37.32,8.01,190.11,18.89,19.55,6.18,86.1
2023-02-04,Johannesburg,South Africa,127.46,95.07,69.95,29.09,5.99,112.27,2.79,35.5,13.49,188.16
2023-07-04,Dubai,UAE,101.97,147.99,97.15,35.29,8.78,129.08,14.28,66.89,6.69,174.99
2023-08-01,New York,USA,134.55,154.51,8.31,48.19,3.0,167.28,15.21,34.81,11.39,191.82
2023-10-11,Mexico City,Mexico,42.52,48.97,16.73,2.83,6.08,30.87,26.31,20.92,18.94,118.29
2023-03-04,Mumbai,India,98.26,10.29,55.59,48.9,6.16,114.11,15.93,97.12,16.03,173.08
2023-10-15,Dubai,UAE,128.9,126.69,21.96,44.32,1.9,126.73,3.96,64.53,9.45,188.9
2023-11-10,Bangkok,Thailand,32.19,113.14,42.47,38.24,2.37,124.55,18.43,13.88,19.97,93.25
2023-03-04,Berlin,Germany,9.23,111.79,53.41,42.85,9.82,15.68,29.58,67.22,10.28,106.41
2023-02-14,Mumbai,India,125.21,174.92,48.13,17.24,5.39,45.1,16.08,53.87,7.86,186.99
2023-03-08,New York,USA,145.88,134.49,82.44,38.83,1.19,78.61,16.84,22.87,7.27,197.67
2023-04-06,Sydney,Australia,56.79,83.3,33.95,46.86,4.64,69.01,25.4,82.62,11.46,151.67
2023-04-21,Johannesburg,South Africa,68.9,10.15,85.19,47.6,9.15,169.61,-8.03,79.55,14.59,157.92
2023-03-12,Beijing,China,25.47,119.94,89.39,29.63,9.45,82.73,30.56,80.72,7.67,88.7
2023-03-12,Paris,France,79.5,94.22,9.33,1.1,3.56,189.97,-9.84,66.47,15.6,163.39
2023-10-25,New York,USA,132.34,78.5,60.08,34.0,2.81,190.91,28.49,54.86,4.95,190.68
2023-05-18,Mumbai,India,58.3,39.43,44.34,6.77,4.87,132.14,15.68,12.53,14.86,152.45
2023-12-28,Berlin,Germany,9.27,131.81,49.17,49.07,2.15,12.05,-0.81,61.05,9.75,89.02
2023-04-24,Mexico City,Mexico,11.23,13.1,11.99,31.45,0.72,162.6,-8.24,71.79,15.05,46.79
2023-06-08,Paris,France,35.81,186.42,14.58,14.8,2.86,177.17,23.46,10.95,6.4,116.55
2023-06-19,Seoul,South Korea,32.37,150.87,33.72,37.08,6.61,94.44,37.49,98.11,12.23,98.45
2023-03-14,Mexico City,Mexico,85.47,20.05,13.61,38.31,4.35,72.56,20.41,41.97,9.01,166.47
2023-07-06,Sydney,Australia,121.74,16.44,85.2,28.14,6.96,128.72,-9.77,35.72,0.83,185.2
2023-01-14,Mexico City,Mexico,53.4,94.0,18.96,5.37,1.12,49.28,31.09,67.18,6.96,145.08
2023-04-09,Tokyo,Japan,121.31,23.21,50.97,34.59,2.62,23.28,38.31,91.13,3.11,184.98
2023-09-14,Tokyo,Japan,21.3,65.35,54.23,20.31,4.22,69.5,-6.41,19.29,3.4,70.35
2023-08-21,Los Angeles,USA,20.12,173.26,29.49,25.29,6.9,105.93,27.8,63.01,12.65,110.04
2023-05-24,London,UK,77.6,75.69,33.09,32.92,9.16,86.81,19.87,44.03,12.38,162.41
2023-07-19,Bangkok,Thailand,72.93,161.69,21.44,44.2,8.31,14.35,2.05,10.21,4.46,160.0
2023-11-01,Rio de Janeiro,Brazil,25.56,17.67,27.08,38.51,1.04,124.55,14.77,10.27,3.04,79.31
2023-12-19,Moscow,Russia,8.82,181.82,17.77,38.68,2.98,45.4,13.64,76.63,9.61,114.27
2023-07-11,Sydney,Australia,109.32,122.28,78.86,47.68,9.17,168.38,21.39,99.85,14.43,178.79
2023-09-17,Seoul,South Korea,77.33,106.56,67.96,2.46,2.02,57.85,1.62,51.47,4.09,162.27
2023-10-03,Berlin,Germany,35.13,132.84,97.99,3.05,0.94,139.68,3.14,70.24,7.67,99.43
2023-09-17,Istanbul,Turkey,51.48,15.61,19.7,17.32,7.47,178.47,16.15,42.42,16.03,140.35
2023-02-24,Moscow,Russia,18.12,12.99,95.89,3.65,6.67,38.82,39.85,44.74,10.47,95.62
2023-10-22,Cairo,Egypt,11.19,135.95,13.9,40.76,0.95,15.49,18.82,61.29,18.67,91.07
2023-02-19,Mumbai,India,47.99,14.2,13.05,32.81,7.4,15.7,13.21,15.29,5.71,131.75
2023-07-21,Mexico City,Mexico,23.83,100.55,63.48,38.74,6.09,147.99,7.17,88.96,16.83,75.67
2023-02-07,Seoul,South Korea,97.42,191.15,69.59,4.37,5.68,104.86,32.04,67.21,18.24,172.64
2023-04-04,Toronto,Canada,147.65,96.74,63.43,28.49,1.17,107.73,9.39,86.06,17.3,198.58
2023-11-10,Istanbul,Turkey,131.26,15.82,7.42,2.9,5.86,30.05,34.7,96.08,2.13,190.12
2023-07-20,Rio de Janeiro,Brazil,127.78,173.05,17.34,7.03,4.01,160.45,30.14,83.44,15.46,188.32
2023-10-03,Sydney,Australia,28.52,93.64,77.89,18.03,9.7,41.57,32.33,89.27,8.81,104.38
2023-06-27,Moscow,Russia,37.21,51.01,62.53,7.09,3.41,159.97,26.06,58.76,17.41,105.21
2023-04-12,Cairo,Egypt,84.75,123.1,21.06,18.68,3.5,118.35,-3.14,52.13,11.49,166.1
2023-10-25,Toronto,Canada,128.15,72.59,11.57,44.06,0.77,27.75,25.05,18.84,0.92,188.51
2023-07-24,Seoul,South Korea,111.63,10.07,63.54,25.94,6.89,101.77,35.41,79.76,19.51,179.98
2023-07-27,Bangkok,Thailand,109.92,158.76,37.26,5.75,5.74,82.29,15.96,86.54,19.14,179.1
2023-09-14,Istanbul,Turkey,144.75,190.37,5.52,39.25,6.13,25.8,26.92,97.69,19.21,197.08
2023-07-26,Toronto,Canada,76.01,98.4,87.66,14.14,7.97,57.29,39.63,44.83,9.51,161.59
2023-02-28,Madrid,Spain,36.32,104.58,13.03,24.02,9.89,74.25,-6.53,98.83,18.37,107.59
2023-06-23,Istanbul,Turkey,8.46,13.56,96.49,21.58,0.72,45.64,21.49,69.99,8.16,96.26
2023-06-12,Los Angeles,USA,30.06,52.81,93.55,25.73,0.95,191.99,26.39,15.03,1.14,93.13
2023-05-06,Cairo,Egypt,98.0,106.13,99.57,19.98,0.15,101.39,-6.13,43.08,8.35,172.94
2023-08-01,Johannesburg,South Africa,60.98,187.79,42.92,20.44,5.03,163.0,10.13,57.38,1.75,153.83
2023-10-08,Johannesburg,South Africa,149.78,35.16,16.17,29.48,2.94,81.37,5.2,37.12,6.35,199.68
2023-05-08,Cairo,Egypt,119.69,43.63,13.56,23.96,4.23,27.35,39.9,38.82,18.91,184.14
2023-12-08,Los Angeles,USA,87.43,67.38,85.1,44.24,4.47,64.1,38.43,73.54,10.35,167.49
2023-07-06,Mexico City,Mexico,65.37,107.61,21.2,8.48,7.43,102.78,10.0,36.5,14.04,156.1
2023-01-09,Tokyo,Japan,34.22,123.75,63.96,21.4,4.95,14.63,11.29,89.66,11.57,97.52
2023-10-07,Dubai,UAE,54.33,33.68,52.24,44.08,3.85,156.0,36.56,17.54,13.24,147.37
2023-05-15,Mumbai,India,124.92,142.64,39.69,29.9,7.14,120.68,2.05,91.6,13.75,186.84
2023-05-25,Johannesburg,South Africa,58.25,138.94,27.27,11.83,1.98,195.45,8.41,27.65,6.3,152.42
2023-08-16,New York,USA,64.91,141.57,47.18,31.69,8.03,54.41,-1.5,69.9,6.92,155.86
2023-06-27,Cairo,Egypt,128.8,92.43,77.2,32.61,7.94,14.95,-9.16,37.55,7.9,188.85
2023-05-15,Toronto,Canada,27.33,27.58,22.98,38.89,0.8,144.19,31.53,58.39,7.13,83.03
2023-12-27,Bangkok,Thailand,33.85,143.14,99.11,42.18,7.43,198.06,2.07,70.78,14.13,99.05
2023-05-18,Sydney,Australia,109.54,67.09,34.2,48.59,2.58,136.82,29.54,43.79,0.77,178.9
2023-06-28,Johannesburg,South Africa,131.54,76.19,77.93,27.96,3.68,38.34,22.06,73.66,12.93,190.26
2023-03-10,Madrid,Spain,72.46,198.02,86.97,26.69,0.7,155.92,15.94,57.49,9.02,159.76
2023-08-17,Rio de Janeiro,Brazil,141.35,160.26,12.75,39.76,6.72,177.26,27.31,38.21,5.29,195.33
2023-01-17,London,UK,72.12,80.04,9.05,3.02,0.18,83.33,4.34,49.98,7.87,159.58
2023-11-01,Madrid,Spain,74.18,12.09,55.31,1.32,8.28,21.09,3.68,39.33,4.76,160.65
2023-05-05,Paris,France,22.29,106.4,73.11,14.85,1.11,115.54,27.31,99.62,17.51,76.44
2023-08-07,Los Angeles,USA,138.07,136.63,43.32,33.22,6.41,73.1,2.99,12.46,14.27,193.63
2023-04-06,Beijing,China,31.42,158.23,53.24,32.87,9.37,105.01,28.19,93.3,12.11,102.6
2023-12-21,Beijing,China,100.89,45.92,60.86,4.05,5.98,109.43,28.85,38.18,14.08,174.44
2023-03-19,Mumbai,India,68.32,165.4,5.48,24.77,4.02,174.29,-7.79,47.68,16.03,157.62
2023-02-10,London,UK,92.06,196.5,38.67,13.06,0.8,101.16,24.51,47.77,18.99,169.88
2023-03-18,Cairo,Egypt,116.15,75.24,18.93,28.02,5.0,20.51,22.46,67.78,7.5,182.32
2023-02-01,Moscow,Russia,21.62,24.81,82.3,31.62,3.63,138.21,38.98,58.22,3.54,81.15
2023-07-18,Madrid,Spain,107.26,13.53,79.45,33.8,7.74,74.87,29.02,59.88,3.33,177.73
2023-06-11,Seoul,South Korea,77.34,167.68,77.17,30.84,5.63,32.61,11.76,19.78,7.77,162.28
2023-07-25,Mumbai,India,136.2,187.47,80.81,3.91,2.34,26.66,29.28,44.03,16.89,192.67
2023-12-07,Seoul,South Korea,47.21,140.49,92.75,27.0,7.76,193.96,32.71,15.21,12.38,129.83
2023-11-14,Madrid,Spain,17.48,73.4,69.12,21.08,7.77,49.24,28.85,73.02,17.64,83.7
2023-09-25,Toronto,Canada,75.69,36.81,47.93,41.53,6.43,60.67,18.28,89.77,6.25,161.42
2023-04-05,Los Angeles,USA,46.62,19.98,77.83,32.53,5.06,148.42,0.1,17.73,1.38,128.38
2023-11-10,Sydney,Australia,118.71,64.86,93.8,2.71,5.7,78.73,11.43,83.46,16.64,183.64
2023-12-07,Paris,France,51.11,153.16,73.9,13.82,4.83,165.1,36.2,61.42,12.52,139.44
2023-12-25,Madrid,Spain,28.91,129.3,91.07,41.42,8.07,193.57,-2.44,26.41,3.63,90.49
2023-11-27,Beijing,China,14.57,112.59,9.5,49.89,4.6,154.25,6.87,56.03,8.3,79.5
2023-02-03,New York,USA,52.08,85.01,83.37,42.24,7.78,17.04,-7.46,74.91,7.14,141.83
2023-03-26,Bangkok,Thailand,116.97,59.28,10.95,7.88,8.57,126.44,31.33,58.42,13.08,182.74
2023-08-06,Mexico City,Mexico,99.31,195.56,66.0,8.48,5.96,47.06,11.68,31.85,17.53,173.62
2023-09-11,Bangkok,Thailand,50.95,23.3,94.84,16.59,2.29,98.13,12.99,20.7,16.44,139.04
2023-02-01,Istanbul,Turkey,19.7,90.44,29.32,45.69,8.74,12.52,5.79,22.78,13.12,93.4
2023-11-20,Mexico City,Mexico,86.96,87.91,7.95,38.17,1.82,173.64,17.39,30.74,16.44,167.24
2023-05-01,Mexico City,Mexico,146.72,11.9,40.6,48.84,9.17,11.93,20.65,79.13,6.16,198.1
2023-08-17,Rio de Janeiro,Brazil,107.26,13.48,81.36,21.99,7.78,123.37,16.76,52.5,10.13,177.73
2023-03-23,Dubai,UAE,142.35,56.24,89.95,1.6,8.11,78.33,-4.95,50.05,12.93,195.84
2023-11-24,Mexico City,Mexico,108.36,80.48,21.06,41.03,3.73,24.77,27.85,37.33,11.7,178.29
2023-04-21,Mexico City,Mexico,93.07,84.88,77.97,4.77,4.6,160.66,36.64,96.4,16.41,170.4
2023-03-05,Mumbai,India,5.39,28.64,36.85,28.49,0.78,166.85,16.82,94.05,8.64,40.7
2023-10-16,Beijing,China,63.61,55.9,12.81,28.73,0.42,20.05,12.78,19.05,10.63,155.19
2023-02-16,Berlin,Germany,149.14,38.43,68.24,16.53,6.52,131.44,24.51,45.84,10.88,199.35
2023-07-02,Beijing,China,108.53,179.31,81.54,45.55,6.12,192.88,-1.29,80.49,7.35,178.38
2023-12-09,Dubai,UAE,10.61,131.28,73.86,2.37,6.78,115.99,-7.44,18.75,6.39,88.75
2023-07-27,London,UK,74.79,105.78,36.93,49.58,3.65,90.75,13.83,94.0,5.76,160.96
2023-07-06,Berlin,Germany,89.65,103.36,87.88,30.77,1.26,39.61,-6.59,74.85,3.61,168.63
2023-06-09,New York,USA,25.56,152.09,20.04,30.37,0.44,58.91,0.38,30.88,9.84,99.05
2023-06-25,Toronto,Canada,30.8,124.87,83.03,31.69,1.19,38.41,33.73,88.76,19.52,90.33
2023-05-23,Los Angeles,USA,80.59,64.61,51.84,9.55,9.12,179.33,-9.62,33.96,12.34,163.95
2023-08-21,New York,USA,130.71,29.34,70.09,26.77,8.54,168.05,12.68,81.02,9.32,189.83
2023-05-12,Mexico City,Mexico,65.98,47.26,52.38,37.42,6.89,194.47,11.87,10.68,19.64,156.41
2023-02-07,Dubai,UAE,22.55,189.99,46.13,48.07,6.43,41.75,29.25,42.4,16.27,118.32
2023-12-03,Istanbul,Turkey,108.56,104.03,85.84,5.21,1.03,23.83,14.88,24.15,3.8,178.4
2023-07-19,Mexico City,Mexico,71.23,88.71,24.52,12.55,7.86,136.3,30.29,57.29,18.41,159.12
2023-02-15,Seoul,South Korea,6.65,40.87,42.0,29.3,4.74,107.21,18.18,74.04,1.96,53.4
2023-09-18,Paris,France,147.12,18.22,64.66,43.12,0.3,60.83,-0.99,90.41,10.28,198.31
2023-09-03,Bangkok,Thailand,34.1,51.22,9.9,33.23,7.55,95.97,-5.44,88.39,18.41,97.27
2023-07-03,Dubai,UAE,123.42,48.19,12.03,30.94,0.25,105.4,27.76,10.89,5.31,186.07
2023-01-03,New York,USA,18.67,128.8,87.54,45.25,2.41,193.27,7.39,91.72,17.29,87.53
2023-09-20,London,UK,18.87,67.55,29.58,48.67,4.96,80.61,21.13,75.0,4.83,66.92
2023-11-02,Sydney,Australia,99.16,123.33,15.35,26.92,0.99,19.34,-2.16,54.4,7.46,173.54
2023-01-06,Tokyo,Japan,102.18,58.83,35.04,22.33,4.32,18.23,37.02,94.5,13.68,175.1
2023-09-28,Berlin,Germany,130.01,193.08,93.97,28.28,3.58,149.74,-8.39,96.77,19.73,189.47
2023-02-26,Madrid,Spain,78.9,13.84,93.25,20.01,0.9,64.6,17.36,50.9,14.55,163.08
2023-02-27,Rio de Janeiro,Brazil,26.07,83.21,8.38,6.25,9.89,19.27,-6.81,30.09,14.49,107.59
2023-12-23,Berlin,Germany,119.41,108.11,30.02,18.79,5.39,66.64,-0.71,41.8,0.93,184.0
2023-12-05,Paris,France,119.18,73.44,87.62,15.62,2.4,18.52,26.53,88.8,18.88,183.88
2023-09-07,Mumbai,India,58.8,35.85,28.99,45.54,1.61,147.24,38.15,77.38,15.13,152.7
2023-09-23,New York,USA,125.12,92.31,41.15,35.06,1.84,62.91,14.24,22.75,17.76,186.95
2023-08-10,Sydney,Australia,127.43,62.74,57.32,42.52,5.16,99.86,22.31,45.38,11.08,188.14
2023-11-12,London,UK,70.26,153.58,13.62,9.68,4.86,89.49,21.89,68.22,18.03,158.62
2023-05-17,Beijing,China,128.81,17.59,78.28,32.4,3.77,145.0,20.4,22.39,15.63,188.85
2023-12-22,New York,USA,18.7,122.12,81.59,31.43,0.43,81.22,1.0,72.36,1.1,84.22
2023-11-15,Seoul,South Korea,8.94,155.96,53.07,16.92,4.66,19.85,21.75,60.4,8.96,101.48
2023-04-11,Toronto,Canada,127.21,153.65,97.14,22.41,3.15,133.29,36.44,91.6,9.13,188.03
2023-01-16,Toronto,Canada,68.14,166.12,71.07,1.62,2.26,100.27,23.96,96.01,16.52,157.53
2023-10-18,Sydney,Australia,127.06,157.71,6.21,2.23,3.19,164.93,-3.4,84.25,13.34,187.95
2023-10-21,Tokyo,Japan,27.27,174.69,95.9,28.65,9.9,36.8,0.3,39.19,2.22,110.75
2023-05-17,Dubai,UAE,116.59,51.85,49.05,39.12,2.72,61.23,19.51,64.22,12.83,182.54
2023-02-27,Istanbul,Turkey,17.16,46.85,31.75,28.19,1.47,53.97,39.97,24.42,5.47,61.64
2023-04-09,Dubai,UAE,118.61,33.21,47.78,1.12,0.77,113.02,20.29,21.42,10.75,183.59
2023-11-22,London,UK,122.6,133.28,40.84,19.77,6.12,132.37,-1.36,96.43,2.16,185.65
2023-11-08,Seoul,South Korea,92.8,162.19,55.76,32.06,9.45,196.87,7.43,55.54,8.87,170.26
2023-07-22,Mexico City,Mexico,25.1,50.42,23.82,17.54,6.47,29.79,34.86,41.15,13.74,78.34
2023-05-20,New York,USA,41.62,108.22,13.34,13.63,1.2,105.58,18.6,63.73,17.6,116.07
2023-06-18,Sydney,Australia,21.47,153.39,94.83,20.47,0.27,24.42,24.38,40.95,19.1,99.7
2023-02-05,London,UK,101.62,72.29,20.27,48.32,5.0,196.45,8.37,74.53,12.33,174.81
2023-02-15,Johannesburg,South Africa,135.44,32.8,57.63,4.06,0.17,66.16,-3.79,25.4,19.29,192.28
2023-04-15,Rio de Janeiro,Brazil,60.7,101.56,64.42,34.75,0.61,154.0,20.97,40.44,0.51,153.68
2023-03-23,London,UK,28.51,134.62,93.44,34.28,7.61,31.89,38.13,92.38,5.22,93.01
2023-11-22,Johannesburg,South Africa,44.74,140.21,53.72,44.33,8.08,36.65,37.19,59.18,19.3,123.75
2023-12-09,Berlin,Germany,88.48,79.23,38.42,15.19,9.18,132.93,38.67,46.36,2.44,168.03
2023-08-05,Johannesburg,South Africa,83.09,108.38,65.1,42.12,8.37,108.93,11.15,54.11,3.27,165.25
2023-03-17,New York,USA,47.63,80.62,20.89,34.11,5.61,37.83,-5.37,11.13,8.32,130.87
2023-12-08,Sydney,Australia,71.15,177.27,5.37,35.7,5.01,130.77,2.58,90.68,8.92,159.08
